DIA;MES;AÑO;MUESTREO;HLB;CULTIVAR ;GUIA LOTE;CODIGO;VARIEDAD;PORTAINJERTO;REPETICION;ARBOL;PUNTO;BROTES;BDcitri;HUEVOS ;NINFAS;ADULTO;BENÉFICOS ;FENOLOGIA;OBSERVACIONES
12;3;20;M79;HLB 11;Mandarina;L1-14;27;OwariSatsuma;SxE;III;3;OESTE;14;14;1;1;0;0;NA;NA
12;3;20;M79;HLB 11;Mandarina;L1-15;10;M.Oneco;CPB4475;III;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L1-16;32;L.Pajarito;SxE;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L1-17;30;Eureka;SxE;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L1-18;31;Perrine;SxE;II;3;OESTE;10;10;1;1;0;0;NA;NA
12;3;20;M79;HLB 11;Limón;L1-19;32;L.Pajarito;SxE;III;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L1-20;16;L.Pajarito;CPB4475;III;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L2-20;14;Eureka;CPB4475;III;-;OESTE;NA;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L2-19;31;Perrine;SxE;III;3;OESTE;12;2;1;0;0;0;NA;NA
12;3;20;M79;HLB 11;Limón;L2-18;15;Perrine;CPB4475;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L2-17;14;Eureka;CPB4475;II;-;OESTE;NA;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L2-16;16;L.Pajarito;CPB4475;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L2-15;11;OwariSatsuma;CPB4475;III;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L2-14;29;Fairchild;SxE;III;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L2-13;26;M.Oneco;SxE;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L2-12;28;M.Arrayana;SxE;II;3;OESTE;3;3;0;1;0;0;NA;NA
12;3;20;M79;HLB 11;Mandarina;L2-11;27;OwariSatsuma;SxE;II;3;OESTE;10;10;1;1;0;0;NA;NA
12;3;20;M79;HLB 11;Mandarina;L2-10;29;Fairchild;SxE;II;3;OESTE;6;4;0;1;0;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L2-9;22;V.Washington;SxE;III;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L2-8;23;Sweety O;SxE;III;3;OESTE;6;1;0;0;1;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L2-7;17;PeraDelRio;SxE;III;3;OESTE;28;28;1;1;0;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L2-6;21;Pinneapple;SxE;III;3;OESTE;18;18;1;1;1;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L2-5;20;ParsonB;SxE;III;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L2-4;24;FrostVal;SxE;III;3;OESTE;4;4;0;1;0;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L2-3;18;Lannelate;SxE;III;3;OESTE;4;3;1;1;0;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L2-2;19;Hamlin;SxE;III;3;OESTE;12;12;1;1;1;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L2-1;25;GarciaVal;SxE;III;3;OESTE;5;4;1;1;1;0;NA;Afidos
12;3;20;M79;HLB 11;Naranja;L3-1;5;Pinneapple;CPB4475;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L3-2;8;FrostVal;CPB4475;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L3-3;7;Sweety O;CPB4475;II;3;OESTE;10;10;1;1;1;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L3-4;3;Hamlin;CPB4475;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L3-5;4;ParsonB;CPB4475;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L3-6;1;PeraDelRio;CPB4475;II;-;OESTE;NA;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L3-7;9;GarciaVal;CPB4475;II;3;OESTE;5;5;1;1;1;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L3-8;6;V.Washington;CPB4475;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L3-9;2;Lannelate;CPB4475;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L3-10;10;M.Oneco;CPB4475;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L3-11;12;M.Arrayana;CPB4475;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L3-12;11;OwariSatsuma;CPB4475;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L3-13;13;Fairchild;CPB4475;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L3-14;26;M.Oneco;SxE;III;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L3-15;12;M.Arrayana;CPB4475;III;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L3-16;31;Perrine;SxE;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L3-17;30;Eureka;SxE;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L3-18;32;L.Pajarito;SxE;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L3-19;30;Eureka;SxE;III;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L3-20;15;Perrine;CPB4475;III;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L4-18;15;Perrine;CPB4475;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L4-17;16;L.Pajarito;CPB4475;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Limón;L4-16;14;Eureka;CPB4475;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L4-15;13;Fairchild;CPB4475;III;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L4-14;28;M.Arrayana;SxE;III;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L4-13;29;Fairchild;SxE;I;3;OESTE;1;0;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L4-12;27;OwariSatsuma;SxE;I;3;OESTE;28;28;1;0;1;0;NA;NA
12;3;20;M79;HLB 11;Mandarina;L4-11;28;M.Arrayana;SxE;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Mandarina;L4-10;26;M.Oneco;SxE;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L4-9;20;ParsonB;SxE;II;3;OESTE;1;1;0;1;1;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L4-8;21;Pinneapple;SxE;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L4-7;24;FrostVal;SxE;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L4-6;17;PeraDelRio;SxE;II;3;OESTE;3;3;1;1;0;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L4-5;19;Hamlin;SxE;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L4-4;22;V.Washington;SxE;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L4-3;25;GarciaVal;SxE;II;3;OESTE;5;5;1;0;0;1;NA;Crisopa
12;3;20;M79;HLB 11;Naranja;L4-2;23;Sweety O;SxE;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L4-1;18;Lannelate;SxE;II;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L5-1;7;Sweety O;CPB4475;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L5-2;6;V.Washington;CPB4475;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L5-3;8;FrostVal;CPB4475;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L5-4;9;GarciaVal;CPB4475;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L5-5;2;Lannelate;CPB4475;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;Afidos
12;3;20;M79;HLB 11;Naranja;L5-6;3;Hamlin;CPB4475;I;3;OESTE;5;5;1;1;1;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L5-7;1;PeraDelRio;CPB4475;I;-;OESTE;NA;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L5-8;4;ParsonB;CPB4475;I;3;OESTE;2;1;0;1;0;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L5-9;5;Pinneapple;CPB4475;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L6-1;23;Sweety O;SxE;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L6-2;22;V.Washington;SxE;I;3;OESTE;21;13;0;1;0;0;NA;Crisopa
12;3;20;M79;HLB 11;Naranja;L6-3;24;FrostVal;SxE;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L6-4;25;GarciaVal;SxE;I;3;OESTE;4;1;0;1;0;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L6-5;18;Lannelate;SxE;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L6-6;19;Hamlin;SxE;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L6-7;17;PeraDelRio;SxE;I;3;OESTE;6;6;0;1;0;0;NA;NA
12;3;20;M79;HLB 11;Naranja;L6-8;20;ParsonB;SxE;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
12;3;20;M79;HLB 11;Naranja;L6-9;21;Pinneapple;SxE;I;3;OESTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-1;1;PeraDelRio;CPB4475;III;-;NORTE;NA;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-2;9;GarciaVal;CPB4475;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-3;6;V.Washington;CPB4475;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-4;2;Lannelate;CPB4475;III;6;NORTE;1;1;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-5;7;Sweety O;CPB4475;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-6;3;Hamlin;CPB4475;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-7;8;FrostVal;CPB4475;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-8;5;Pinneapple;CPB4475;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-9;4;ParsonB;CPB4475;III;6;NORTE;1;1;0;0;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L1-10;11;OwariSatsuma;CPB4475;II;6;NORTE;7;7;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L1-11;13;Fairchild;CPB4475;II;6;NORTE;5;3;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L1-12;12;M.Arrayana;CPB4475;II;6;NORTE;16;12;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L1-13;10;M.Oneco;CPB4475;II;6;NORTE;2;1;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L1-14;27;OwariSatsuma;SxE;III;6;NORTE;10;10;1;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L1-15;10;M.Oneco;CPB4475;III;6;NORTE;3;3;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Limón;L1-16;32;L.Pajarito;SxE;II;6;NORTE;5;5;1;1;0;0;NA;NA
5;5;20;M80;HLB 12;Limón;L1-17;30;Eureka;SxE;II;6;NORTE;1;1;0;1;1;0;NA;NA
5;5;20;M80;HLB 12;Limón;L1-18;31;Perrine;SxE;II;6;NORTE;12;12;0;1;1;0;NA;NA
5;5;20;M80;HLB 12;Limón;L1-19;32;L.Pajarito;SxE;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Limón;L1-20;16;L.Pajarito;CPB4475;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Limón;L2-20;14;Eureka;CPB4475;III;-;NORTE;NA;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Limón;L2-19;31;Perrine;SxE;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Limón;L2-18;15;Perrine;CPB4475;II;6;NORTE;7;5;0;1;1;0;NA;NA
5;5;20;M80;HLB 12;Limón;L2-17;14;Eureka;CPB4475;II;-;NORTE;NA;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Limón;L2-16;16;L.Pajarito;CPB4475;II;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Mandarina;L2-15;11;OwariSatsuma;CPB4475;III;6;NORTE;7;7;1;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L2-14;29;Fairchild;SxE;III;6;NORTE;8;8;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L2-13;26;M.Oneco;SxE;II;6;NORTE;9;0;0;0;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L2-12;28;M.Arrayana;SxE;II;6;NORTE;1;1;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L2-11;27;OwariSatsuma;SxE;II;6;NORTE;4;4;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L2-10;29;Fairchild;SxE;II;5;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L2-9;22;V.Washington;SxE;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L2-8;23;Sweety O;SxE;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L2-7;17;PeraDelRio;SxE;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L2-6;21;Pinneapple;SxE;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L2-5;20;ParsonB;SxE;III;6;NORTE;5;5;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L2-4;24;FrostVal;SxE;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L2-3;18;Lannelate;SxE;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L2-2;19;Hamlin;SxE;III;6;NORTE;2;1;1;0;1;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L2-1;25;GarciaVal;SxE;III;6;NORTE;9;9;0;1;1;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L3-1;5;Pinneapple;CPB4475;II;6;NORTE;1;1;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L3-2;8;FrostVal;CPB4475;II;6;NORTE;4;4;1;1;1;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L3-3;7;Sweety O;CPB4475;II;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L3-4;3;Hamlin;CPB4475;II;6;NORTE;1;1;1;1;1;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L3-5;4;ParsonB;CPB4475;II;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L3-6;1;PeraDelRio;CPB4475;II;-;NORTE;NA;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L3-7;9;GarciaVal;CPB4475;II;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L3-8;6;V.Washington;CPB4475;II;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L3-9;2;Lannelate;CPB4475;II;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Mandarina;L3-10;10;M.Oneco;CPB4475;I;6;NORTE;16;16;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L3-11;12;M.Arrayana;CPB4475;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Mandarina;L3-12;11;OwariSatsuma;CPB4475;I;6;NORTE;8;8;1;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L3-13;13;Fairchild;CPB4475;I;6;NORTE;25;25;1;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L3-14;26;M.Oneco;SxE;III;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Mandarina;L3-15;12;M.Arrayana;CPB4475;III;6;NORTE;17;17;1;1;0;0;NA;NA
5;5;20;M80;HLB 12;Limón;L3-16;31;Perrine;SxE;I;6;NORTE;9;9;0;1;1;0;NA;NA
5;5;20;M80;HLB 12;Limón;L3-17;30;Eureka;SxE;I;5;NORTE;1;1;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Limón;L3-18;32;L.Pajarito;SxE;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Limón;L3-19;30;Eureka;SxE;III;6;NORTE;2;2;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Limón;L3-20;15;Perrine;CPB4475;III;6;NORTE;4;3;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Limón;L4-18;15;Perrine;CPB4475;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Limón;L4-17;16;L.Pajarito;CPB4475;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Limón;L4-16;14;Eureka;CPB4475;I;6;NORTE;2;2;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L4-15;13;Fairchild;CPB4475;III;6;NORTE;5;3;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L4-14;28;M.Arrayana;SxE;III;6;NORTE;11;11;0;1;1;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L4-13;29;Fairchild;SxE;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Mandarina;L4-12;27;OwariSatsuma;SxE;I;6;NORTE;4;2;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L4-11;28;M.Arrayana;SxE;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Mandarina;L4-10;26;M.Oneco;SxE;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L4-9;20;ParsonB;SxE;II;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L4-8;21;Pinneapple;SxE;II;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L4-7;24;FrostVal;SxE;II;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L4-6;17;PeraDelRio;SxE;II;6;NORTE;2;1;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L4-5;19;Hamlin;SxE;II;6;NORTE;2;2;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L4-4;22;V.Washington;SxE;II;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L4-3;25;GarciaVal;SxE;II;6;NORTE;5;1;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L4-2;23;Sweety O;SxE;II;6;NORTE;8;8;0;1;1;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L4-1;18;Lannelate;SxE;II;6;NORTE;3;1;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L5-1;7;Sweety O;CPB4475;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L5-2;6;V.Washington;CPB4475;I;6;NORTE;2;0;0;0;0;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L5-3;8;FrostVal;CPB4475;I;6;NORTE;3;2;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L5-4;9;GarciaVal;CPB4475;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L5-5;2;Lannelate;CPB4475;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L5-6;3;Hamlin;CPB4475;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L5-7;1;PeraDelRio;CPB4475;I;-;NORTE;NA;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L5-8;4;ParsonB;CPB4475;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L5-9;5;Pinneapple;CPB4475;I;6;NORTE;16;15;1;1;1;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L6-1;23;Sweety O;SxE;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L6-2;22;V.Washington;SxE;I;6;NORTE;3;3;1;1;0;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L6-3;24;FrostVal;SxE;I;6;NORTE;3;3;1;1;0;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L6-4;25;GarciaVal;SxE;I;6;NORTE;6;6;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L6-5;18;Lannelate;SxE;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L6-6;19;Hamlin;SxE;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L6-7;17;PeraDelRio;SxE;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L6-8;20;ParsonB;SxE;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L6-9;21;Pinneapple;SxE;I;6;NORTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-1;1;PeraDelRio;CPB4475;III;-;ESTE;NA;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-2;9;GarciaVal;CPB4475;III;6;ESTE;1;0;0;0;0;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-3;6;V.Washington;CPB4475;III;6;ESTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-4;2;Lannelate;CPB4475;III;6;ESTE;6;6;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-5;7;Sweety O;CPB4475;III;6;ESTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-6;3;Hamlin;CPB4475;III;6;ESTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-7;8;FrostVal;CPB4475;III;6;ESTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-8;5;Pinneapple;CPB4475;III;6;ESTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Naranja;L1-9;4;ParsonB;CPB4475;III;6;ESTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Mandarina;L1-10;11;OwariSatsuma;CPB4475;II;6;ESTE;4;0;0;0;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L1-11;13;Fairchild;CPB4475;II;6;ESTE;1;1;0;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L1-12;12;M.Arrayana;CPB4475;II;6;ESTE;12;11;0;1;0;1;NA;Cocinellido Cycloneda sanguinea
5;5;20;M80;HLB 12;Mandarina;L1-13;10;M.Oneco;CPB4475;II;6;ESTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Mandarina;L1-14;27;OwariSatsuma;SxE;III;6;ESTE;8;8;1;1;0;0;NA;NA
5;5;20;M80;HLB 12;Mandarina;L1-15;10;M.Oneco;CPB4475;III;6;ESTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Limón;L1-16;32;L.Pajarito;SxE;II;6;ESTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Limón;L1-17;30;Eureka;SxE;II;6;ESTE;5;5;0;1;1;0;NA;NA
5;5;20;M80;HLB 12;Limón;L1-18;31;Perrine;SxE;II;6;ESTE;16;16;0;1;1;0;NA;NA
5;5;20;M80;HLB 12;Limón;L1-19;32;L.Pajarito;SxE;III;6;ESTE;0;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Limón;L1-20;16;L.Pajarito;CPB4475;III;6;ESTE;5;4;0;0;1;0;NA;NA
5;5;20;M80;HLB 12;Limón;L2-20;14;Eureka;CPB4475;III;-;ESTE;NA;NA;NA;NA;NA;NA;NA;NA
5;5;20;M80;HLB 12;Limón;L2-19;31;Perrine;SxE;III;6;ESTE;0;NA;NA;NA;NA;NA;NA;NA
