DIA;MES;AÑO;MUESTREO;HLB;CULTIVO;PARCELA;CÓD.;REP.;COPA;PATRÓN;PUNTO;ÁRBOL;PRESENCIA BROTE;Brote D. citri;HUEVOS ;NINFA 1;NINFA 2;NINFA 3;NINFA 4;NINFA 5;ADULTO;OBSERVACIONES
12;3;2020;79;HLB 11;NARANJA;L5NA8;4;1;Parson Brown;CPB;Sur;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L5NA8;4;1;Parson Brown;CPB;Oeste;3;1;NA;0;0;0;0;1;1;0;NA
12;3;2020;79;HLB 11;NARANJA;L5NA9;5;1;Pinneaple;CPB;Norte;3;1;NA;0;7;5;0;3;1;0;NA
12;3;2020;79;HLB 11;NARANJA;L5NA9;5;1;Pinneaple;CPB;Este;3;1;NA;0;2;0;0;3;1;0;NA
12;3;2020;79;HLB 11;NARANJA;L5NA9;5;1;Pinneaple;CPB;Sur;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L5NA9;5;1;Pinneaple;CPB;Oeste;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA1;23;1;Sweety Orange;SxE;Norte;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA1;23;1;Sweety Orange;SxE;Este;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA1;23;1;Sweety Orange;SxE;Sur;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA1;23;1;Sweety Orange;SxE;Oeste;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA2;22;1;Washington;SxE;Norte;3;1;NA;0;2;3;0;0;4;0;NA
12;3;2020;79;HLB 11;NARANJA;L6NA2;22;1;Washington;SxE;Este;3;1;NA;0;0;0;2;1;0;0;NA
12;3;2020;79;HLB 11;NARANJA;L6NA2;22;1;Washington;SxE;Sur;3;1;NA;0;0;0;0;0;3;0;NA
12;3;2020;79;HLB 11;NARANJA;L6NA2;22;1;Washington;SxE;Oeste;3;1;NA;24;15;0;0;0;1;1;NA
12;3;2020;79;HLB 11;NARANJA;L6NA3;24;1;Frost Valencia;SxE;Norte;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA3;24;1;Frost Valencia;SxE;Este;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA3;24;1;Frost Valencia;SxE;Sur;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA3;24;1;Frost Valencia;SxE;Oeste;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA4;25;1;García Valencia;SxE;Norte;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA4;25;1;García Valencia;SxE;Este;3;1;NA;0;8;0;0;2;0;0;NA
12;3;2020;79;HLB 11;NARANJA;L6NA4;25;1;García Valencia;SxE;Sur;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA4;25;1;García Valencia;SxE;Oeste;3;1;NA;58;4;34;0;0;5;0;NA
12;3;2020;79;HLB 11;NARANJA;L6NA5;18;1;Lannelate;SxE;Norte;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA5;18;1;Lannelate;SxE;Este;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA5;18;1;Lannelate;SxE;Sur;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA5;18;1;Lannelate;SxE;Oeste;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA6;19;1;Hamlin;SxE;Norte;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA6;19;1;Hamlin;SxE;Este;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA6;19;1;Hamlin;SxE;Sur;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA6;19;1;Hamlin;SxE;Oeste;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA7;17;1;Pera del Río;SxE;Norte;3;1;NA;20;0;0;0;0;0;0;NA
12;3;2020;79;HLB 11;NARANJA;L6NA7;17;1;Pera del Río;SxE;Este;3;1;NA;52;0;0;3;0;0;0;NA
12;3;2020;79;HLB 11;NARANJA;L6NA7;17;1;Pera del Río;SxE;Sur;3;1;NA;35;0;0;0;1;0;0;NA
12;3;2020;79;HLB 11;NARANJA;L6NA7;17;1;Pera del Río;SxE;Oeste;3;1;NA;0;3;0;4;5;14;0;NA
12;3;2020;79;HLB 11;NARANJA;L6NA8;20;1;Parson Brown;SxE;Norte;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA8;20;1;Parson Brown;SxE;Este;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA8;20;1;Parson Brown;SxE;Sur;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA8;20;1;Parson Brown;SxE;Oeste;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA9;21;1;Pinneaple;SxE;Norte;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA9;21;1;Pinneaple;SxE;Este;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA9;21;1;Pinneaple;SxE;Sur;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;3;2020;79;HLB 11;NARANJA;L6NA9;21;1;Pinneaple;SxE;Oeste;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA1;1;3;Pera del Río;CPB;Norte;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA1;1;3;Pera del Río;CPB;Este ;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA1;1;3;Pera del Río;CPB;Sur;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA1;1;3;Pera del Río;CPB;Oeste ;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA2;9;3;García Valencia;CPB;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA2;9;3;García Valencia;CPB;Este ;6;1;NA;0;0;0;0;0;1;0;NA
5;5;2020;80;HLB 12;NARANJA;L1NA2;9;3;García Valencia;CPB;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA2;9;3;García Valencia;CPB;Oeste ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA3;6;3;Washington;CPB;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA3;6;3;Washington;CPB;Este ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA3;6;3;Washington;CPB;Sur;6;1;NA;18;13;0;0;0;0;0;NA
5;5;2020;80;HLB 12;NARANJA;L1NA3;6;3;Washington;CPB;Oeste ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA4;2;3;Lannelate;CPB;Norte;6;1;NA;0;16;12;5;4;5;0;NA
5;5;2020;80;HLB 12;NARANJA;L1NA4;2;3;Lannelate;CPB;Este ;6;1;NA;5;13;9;10;12;9;0;NA
5;5;2020;80;HLB 12;NARANJA;L1NA4;2;3;Lannelate;CPB;Sur;6;1;NA;0;2;3;4;8;0;0;NA
5;5;2020;80;HLB 12;NARANJA;L1NA4;2;3;Lannelate;CPB;Oeste ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA5;7;3;Sweety Orange;CPB;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA5;7;3;Sweety Orange;CPB;Este ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA5;7;3;Sweety Orange;CPB;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA5;7;3;Sweety Orange;CPB;Oeste ;6;1;NA;0;0;0;0;0;0;0;NA
5;5;2020;80;HLB 12;NARANJA;L1NA6;3;3;Hamlin;CPB;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA6;3;3;Hamlin;CPB;Este ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA6;3;3;Hamlin;CPB;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA6;3;3;Hamlin;CPB;Oeste ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA7;8;3;Frost Valencia;CPB;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA7;8;3;Frost Valencia;CPB;Este ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA7;8;3;Frost Valencia;CPB;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA7;8;3;Frost Valencia;CPB;Oeste ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA8;5;3;Pinneapple;CPB;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA8;5;3;Pinneapple;CPB;Este ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA8;5;3;Pinneapple;CPB;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA8;5;3;Pinneapple;CPB;Oeste ;6;1;NA;33;4;0;1;0;0;0;NA
5;5;2020;80;HLB 12;NARANJA;L1NA9;4;3;Parson Brown;CPB;Norte;6;1;NA;0;1;0;0;0;0;0;NA
5;5;2020;80;HLB 12;NARANJA;L1NA9;4;3;Parson Brown;CPB;Este ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA9;4;3;Parson Brown;CPB;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L1NA9;4;3;Parson Brown;CPB;Oeste ;6;1;NA;0;0;0;14;32;2;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA10;11;2;Owari Satsuma;CPB;Norte;6;1;NA;5;9;0;0;0;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA10;11;2;Owari Satsuma;CPB;Este ;6;1;NA;0;0;0;0;0;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA10;11;2;Owari Satsuma;CPB;Sur;6;1;NA;2;1;0;0;0;7;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA10;11;2;Owari Satsuma;CPB;Oeste ;6;1;NA;1;1;0;1;1;1;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA11;13;2;Fairchild;CPB;Norte;6;1;NA;1;1;0;0;0;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA11;13;2;Fairchild;CPB;Este ;6;1;NA;0;1;3;0;0;2;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA11;13;2;Fairchild;CPB;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA11;13;2;Fairchild;CPB;Oeste ;6;1;NA;0;0;2;0;0;1;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA12;12;2;Arrayana;CPB;Norte;6;1;NA;2;9;2;0;0;1;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA12;12;2;Arrayana;CPB;Este ;6;1;NA;0;0;0;2;2;1;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA12;12;2;Arrayana;CPB;Sur;6;1;NA;0;0;0;0;2;2;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA12;12;2;Arrayana;CPB;Oeste ;6;1;NA;1;2;0;5;8;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA13;10;2;Oneco;CPB;Norte;6;1;NA;0;1;2;0;0;2;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA13;10;2;Oneco;CPB;Este ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA13;10;2;Oneco;CPB;Sur;6;1;NA;0;0;3;1;0;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA13;10;2;Oneco;CPB;Oeste ;6;1;NA;0;0;0;0;0;1;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA14;27;3;Owari Satsuma;SxE;Norte;6;1;NA;3;0;0;0;0;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA14;27;3;Owari Satsuma;SxE;Este ;6;1;NA;0;0;0;0;4;7;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA14;27;3;Owari Satsuma;SxE;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA14;27;3;Owari Satsuma;SxE;Oeste ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA15;10;3;Oneco;CPB;Norte;6;1;NA;0;0;0;0;0;4;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA15;10;3;Oneco;CPB;Este ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA15;10;3;Oneco;CPB;Sur;6;1;NA;0;0;0;0;0;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L1NA15;10;3;Oneco;CPB;Oeste ;6;1;NA;1;3;0;1;0;1;0;NA
5;5;2020;80;HLB 12;LIMON;L1NA16;32;2;Pajarito;SxE;Norte;6;1;NA;103;9;0;0;0;0;0;NA
5;5;2020;80;HLB 12;LIMON;L1NA16;32;2;Pajarito;SxE;Este ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L1NA16;32;2;Pajarito;SxE;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L1NA16;32;2;Pajarito;SxE;Oeste ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L1NA17;30;2;Eureka;SxE;Norte;6;1;NA;0;0;5;1;0;28;0;NA
5;5;2020;80;HLB 12;LIMON;L1NA17;30;2;Eureka;SxE;Este ;6;1;NA;15;0;1;1;6;2;2;NA
5;5;2020;80;HLB 12;LIMON;L1NA17;30;2;Eureka;SxE;Sur;6;1;NA;0;0;0;0;2;16;0;NA
5;5;2020;80;HLB 12;LIMON;L1NA17;30;2;Eureka;SxE;Oeste ;6;1;NA;0;0;0;0;5;11;0;NA
5;5;2020;80;HLB 12;LIMON;L1NA18;31;2;Perrine;SxE;Norte;6;1;NA;0;0;0;0;0;18;1;1 ninfa parasitada por Tamarixia
5;5;2020;80;HLB 12;LIMON;L1NA18;31;2;Perrine;SxE;Este ;6;1;NA;0;0;0;7;16;53;10;NA
5;5;2020;80;HLB 12;LIMON;L1NA18;31;2;Perrine;SxE;Sur;6;1;NA;0;0;1;2;3;11;0;NA
5;5;2020;80;HLB 12;LIMON;L1NA18;31;2;Perrine;SxE;Oeste ;6;1;NA;0;0;2;0;0;22;1;NA
5;5;2020;80;HLB 12;LIMON;L1NA19;32;3;Pajarito;SxE;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L1NA19;32;3;Pajarito;SxE;Este ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L1NA19;32;3;Pajarito;SxE;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L1NA19;32;3;Pajarito;SxE;Oeste ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L1NA20;16;3;Pajarito;CPB;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L1NA20;16;3;Pajarito;CPB;Este ;6;1;NA;0;0;0;0;0;0;0;NA
5;5;2020;80;HLB 12;LIMON;L1NA20;16;3;Pajarito;CPB;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L1NA20;16;3;Pajarito;CPB;Oeste ;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L2NA20;14;3;Eureka;CPB;Norte;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L2NA20;14;3;Eureka;CPB;Este;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L2NA20;14;3;Eureka;CPB;Sur;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L2NA20;14;3;Eureka;CPB;Oeste;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L2NA19;31;3;Perrine;SxE;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L2NA19;31;3;Perrine;SxE;Este;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L2NA19;31;3;Perrine;SxE;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L2NA19;31;3;Perrine;SxE;Oeste;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L2NA18;15;2;Perrine;CPB;Norte;6;1;NA;0;0;0;0;0;0;0;NA
5;5;2020;80;HLB 12;LIMON;L2NA18;15;2;Perrine;CPB;Este;6;1;NA;0;0;1;0;4;0;0;NA
5;5;2020;80;HLB 12;LIMON;L2NA18;15;2;Perrine;CPB;Sur;6;1;NA;0;0;0;0;0;2;0;NA
5;5;2020;80;HLB 12;LIMON;L2NA18;15;2;Perrine;CPB;Oeste;6;1;NA;0;0;0;0;0;3;0;NA
5;5;2020;80;HLB 12;LIMON;L2NA17;14;2;Eureka;CPB;Norte;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L2NA17;14;2;Eureka;CPB;Este;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L2NA17;14;2;Eureka;CPB;Sur;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L2NA17;14;2;Eureka;CPB;Oeste;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L2NA16;16;2;Pajarito;CPB;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;LIMON;L2NA16;16;2;Pajarito;CPB;Este;6;1;NA;0;0;0;0;0;3;0;NA
5;5;2020;80;HLB 12;LIMON;L2NA16;16;2;Pajarito;CPB;Sur;6;1;NA;0;0;0;0;2;6;1;NA
5;5;2020;80;HLB 12;LIMON;L2NA16;16;2;Pajarito;CPB;Oeste;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA15;11;3;Owari Satsuma;CPB;Norte;6;1;NA;17;0;0;0;0;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA15;11;3;Owari Satsuma;CPB;Este;6;1;NA;0;5;7;1;0;10;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA15;11;3;Owari Satsuma;CPB;Sur;6;1;NA;7;4;4;0;0;1;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA15;11;3;Owari Satsuma;CPB;Oeste;6;1;NA;47;8;1;0;0;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA14;29;3;Fairchild;SxE;Norte;6;1;NA;14;6;0;0;0;12;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA14;29;3;Fairchild;SxE;Este;6;1;NA;0;0;0;1;0;1;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA14;29;3;Fairchild;SxE;Sur;6;1;NA;0;3;0;0;7;7;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA14;29;3;Fairchild;SxE;Oeste;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA13;26;2;Oneco;SxE;Norte;6;1;NA;3;1;0;0;1;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA13;26;2;Oneco;SxE;Este;6;1;NA;0;0;0;0;0;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA13;26;2;Oneco;SxE;Sur;6;1;NA;0;0;0;0;0;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA13;26;2;Oneco;SxE;Oeste;6;1;NA;6;0;0;0;0;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA12;28;2;Arrayana;SxE;Norte;6;1;NA;2;2;0;0;0;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA12;28;2;Arrayana;SxE;Este;6;1;NA;7;0;0;0;0;1;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA12;28;2;Arrayana;SxE;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA12;28;2;Arrayana;SxE;Oeste;6;1;NA;0;0;0;0;0;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA11;27;2;Owari Satsuma;SxE;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA11;27;2;Owari Satsuma;SxE;Este;6;1;NA;0;0;0;0;0;1;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA11;27;2;Owari Satsuma;SxE;Sur;6;1;NA;11;27;0;0;0;2;1;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA11;27;2;Owari Satsuma;SxE;Oeste;6;1;NA;0;0;1;0;0;0;0;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA10;29;2;Fairchild;SxE;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA10;29;2;Fairchild;SxE;Este;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA10;29;2;Fairchild;SxE;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;MANDARINA;L2NA10;29;2;Fairchild;SxE;Oeste;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA9;22;3;Washington;SxE;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA9;22;3;Washington;SxE;Este;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA9;22;3;Washington;SxE;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA9;22;3;Washington;SxE;Oeste;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA8;23;3;Sweety orange;SxE;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA8;23;3;Sweety orange;SxE;Este;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA8;23;3;Sweety orange;SxE;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA8;23;3;Sweety orange;SxE;Oeste;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA7;17;3;Pera del Río;SxE;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA7;17;3;Pera del Río;SxE;Este;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA7;17;3;Pera del Río;SxE;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA7;17;3;Pera del Río;SxE;Oeste;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA6;21;3;Pinneaple;SxE;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA6;21;3;Pinneaple;SxE;Este;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA6;21;3;Pinneaple;SxE;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA6;21;3;Pinneaple;SxE;Oeste;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA5;20;3;Parson Brown;SxE;Norte;6;1;NA;0;1;2;0;6;9;0;NA
5;5;2020;80;HLB 12;NARANJA;L2NA5;20;3;Parson Brown;SxE;Este;6;1;NA;34;0;0;0;0;7;0;NA
5;5;2020;80;HLB 12;NARANJA;L2NA5;20;3;Parson Brown;SxE;Sur;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;5;2020;80;HLB 12;NARANJA;L2NA5;20;3;Parson Brown;SxE;Oeste;6;1;NA;98;20;0;0;0;0;0;NA
5;5;2020;80;HLB 12;NARANJA;L2NA4;24;3;Frost Valencia;SxE;Norte;6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
